entry_date,symbol,side,weight,exit_date,horizon,ret,demeaned_ret,signal_date,action_entry,action_exit,forced,glitch_flag,gross_ret,net_ret,cost_bps
2017-03-13,ARKK,long,1.000,2017-05-03,36,0.098603,0.066979,2017-03-10,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.098933,0.098603,3
2017-07-17,ARKK,long,1.000,2017-09-05,35,0.139888,0.122391,2017-07-14,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.140230,0.139888,3
2017-09-28,ARKK,long,1.000,2018-06-08,174,0.333812,0.241277,2017-09-27,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.334213,0.333812,3
2018-07-09,ARKK,long,1.000,2018-10-05,63,-0.054747,-0.026387,2018-07-06,RE-ENTRY (new cycle),EXIT,0,0,-0.054464,-0.054747,3
2018-10-15,ARKK,long,1.000,2018-10-22,5,-0.004427,0.004083,2018-10-12,RE-ENTRY (new cycle),EXIT,0,0,-0.004128,-0.004427,3
2018-10-23,ARKK,long,1.000,2018-10-25,2,0.000635,0.004451,2018-10-22,RE-ENTRY (new cycle),EXIT,0,0,0.000935,0.000635,3
2018-10-26,ARKK,long,1.000,2018-12-18,35,0.008399,0.031537,2018-10-25,RE-ENTRY (new cycle),EXIT,0,0,0.008702,0.008399,3
2018-12-27,ARKK,long,0.500,2018-12-28,1,0.014354,0.006493,2018-12-26,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.014658,0.014354,3
2018-12-31,ARKK,long,0.500,2019-01-02,1,-0.020318,-0.014313,2018-12-28,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.020024,-0.020318,3
2019-01-11,ARKK,long,1.000,2019-05-14,84,0.066463,0.049999,2019-01-10,RE-ENTRY (new cycle),EXIT,0,0,0.066783,0.066463,3
2019-05-22,ARKK,long,1.000,2019-05-24,2,-0.025843,-0.016746,2019-05-21,RE-ENTRY (new cycle),EXIT,0,0,-0.025551,-0.025843,3
2019-05-28,ARKK,long,1.000,2019-06-03,4,-0.037466,-0.018350,2019-05-24,RE-ENTRY (new cycle),EXIT,0,0,-0.037177,-0.037466,3
2019-06-05,ARKK,long,0.500,2019-06-06,1,-0.000836,-0.005852,2019-06-04,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.000536,-0.000836,3
2019-10-04,ARKK,long,0.500,2019-10-07,1,0.003240,0.003272,2019-10-03,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.003541,0.003240,3
2019-10-10,ARKK,long,0.500,2019-10-11,1,0.015871,0.004673,2019-10-09,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.016176,0.015871,3
2020-01-07,ARKK,long,1.000,2020-02-18,28,0.163731,0.015989,2020-01-06,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.164080,0.163731,3
2020-03-11,ARKK,long,1.000,2020-03-12,1,-0.107811,-0.021822,2020-03-10,RE-ENTRY (new cycle),EXIT,0,0,-0.107543,-0.107811,3
2020-03-20,ARKK,long,1.000,2020-03-30,6,0.129501,0.003742,2020-03-19,RE-ENTRY (new cycle),EXIT,0,0,0.129840,0.129501,3
2020-06-16,ARKK,long,1.000,2020-06-24,6,0.072465,0.091368,2020-06-15,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.072787,0.072465,3
2020-09-17,ARKK,long,1.000,2020-12-03,54,0.283841,0.032268,2020-09-16,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.284227,0.283841,3
2021-02-02,ARKK,long,1.000,2021-03-05,22,-0.179983,0.003634,2021-02-01,RE-ENTRY (new cycle),EXIT,0,0,-0.179737,-0.179983,3
2021-03-10,ARKK,long,1.000,2021-03-25,11,-0.117281,-0.086773,2021-03-09,RE-ENTRY (new cycle),EXIT,0,0,-0.117016,-0.117281,3
2021-03-31,ARKK,long,1.000,2021-05-07,26,-0.043010,-0.058108,2021-03-30,RE-ENTRY (new cycle),EXIT,0,0,-0.042723,-0.043010,3
2021-05-12,ARKK,long,1.000,2021-05-13,1,-0.001083,0.009718,2021-05-11,RE-ENTRY (new cycle),EXIT,0,0,-0.000784,-0.001083,3
2021-05-17,ARKK,long,1.000,2021-07-01,32,0.271743,0.144666,2021-05-14,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.272124,0.271743,3
2021-07-27,ARKK,long,1.000,2021-08-19,17,-0.056269,-0.064184,2021-07-26,RE-ENTRY (new cycle),EXIT,0,0,-0.055986,-0.056269,3
2021-09-01,ARKK,long,1.000,2021-09-21,13,-0.043350,-0.020793,2021-08-31,RE-ENTRY (new cycle),EXIT,0,0,-0.043063,-0.043350,3
2021-10-04,ARKK,long,1.000,2021-10-05,1,-0.029033,-0.034311,2021-10-01,RE-ENTRY (new cycle),EXIT,0,0,-0.028742,-0.029033,3
2021-10-06,ARKK,long,1.000,2021-10-08,2,0.045391,0.041374,2021-10-05,RE-ENTRY (new cycle),EXIT,0,0,0.045705,0.045391,3
2021-10-19,ARKK,long,1.000,2021-11-16,20,-0.008751,-0.121597,2021-10-18,RE-ENTRY (new cycle),EXIT,0,0,-0.008454,-0.008751,3
2021-11-26,ARKK,long,0.500,2021-11-29,1,0.008486,-0.017849,2021-11-24,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.008789,0.008486,3
2021-12-07,ARKK,long,0.500,2021-12-08,1,0.026356,0.012467,2021-12-06,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.026664,0.026356,3
2021-12-16,ARKK,long,0.500,2021-12-17,1,-0.062727,-0.068928,2021-12-15,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.062446,-0.062727,3
2021-12-20,ARKK,long,0.500,2021-12-21,1,0.011393,-0.021065,2021-12-17,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.011696,0.011393,3
2022-01-12,ARKK,long,0.500,2022-01-13,1,-0.034228,0.012132,2022-01-11,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.033938,-0.034228,3
2022-01-21,ARKK,long,0.500,2022-01-24,1,-0.083571,-0.082515,2022-01-20,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.083296,-0.083571,3
2022-01-25,ARKK,long,0.500,2022-01-26,1,0.028531,0.022290,2022-01-24,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.028839,0.028531,3
2022-01-31,ARKK,long,0.500,2022-02-01,1,0.093976,0.092659,2022-01-28,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.094305,0.093976,3
2022-02-25,ARKK,long,0.500,2022-03-02,3,0.028542,-0.021597,2022-02-24,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.028851,0.028542,3
2022-03-10,ARKK,long,0.500,2022-03-11,1,-0.002912,0.033765,2022-03-09,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.002613,-0.002912,3
2022-03-16,ARKK,long,0.500,2022-03-17,1,0.061907,0.031121,2022-03-15,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.062226,0.061907,3
2022-04-26,ARKK,long,0.500,2022-04-27,1,-0.060207,-0.061398,2022-04-25,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.059925,-0.060207,3
2022-05-03,ARKK,long,0.500,2022-05-04,1,0.000607,-0.039636,2022-05-02,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.000907,0.000607,3
2022-05-13,ARKK,long,0.500,2022-05-16,1,0.053013,0.090454,2022-05-12,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.053329,0.053013,3
2022-08-03,ARKK,long,1.000,2022-08-22,13,-0.084335,-0.038525,2022-08-02,RE-ENTRY (new cycle),EXIT,0,0,-0.084060,-0.084335,3
2022-09-08,ARKK,long,0.500,2022-09-09,1,0.065128,0.035110,2022-09-07,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.065447,0.065128,3
2022-09-28,ARKK,long,0.500,2022-09-29,1,0.016559,0.065131,2022-09-27,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.016864,0.016559,3
2022-10-18,ARKK,long,0.500,2022-10-19,1,-0.039018,-0.031824,2022-10-17,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.038730,-0.039018,3
2022-11-11,ARKK,long,0.500,2022-11-22,7,-0.040750,0.034075,2022-11-10,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.040463,-0.040750,3
2022-12-30,ARKK,long,0.500,2023-01-03,1,0.043993,0.090939,2022-12-29,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.044306,0.043993,3
2023-01-12,ARKK,long,1.000,2023-01-18,3,0.076431,0.066957,2023-01-11,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.076754,0.076431,3
2023-02-16,ARKK,long,1.000,2023-03-10,15,-0.126205,-0.019502,2023-02-15,RE-ENTRY (new cycle),EXIT,0,0,-0.125943,-0.126205,3
2023-03-22,ARKK,long,1.000,2023-03-23,1,-0.061934,-0.063711,2023-03-21,RE-ENTRY (new cycle),EXIT,0,0,-0.061653,-0.061934,3
2023-04-05,ARKK,long,1.000,2023-04-13,5,-0.023883,-0.038332,2023-04-04,RE-ENTRY (new cycle),EXIT,0,0,-0.023591,-0.023883,3
2023-05-05,ARKK,long,0.500,2023-05-08,1,0.024296,0.015047,2023-05-04,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.024604,0.024296,3
2023-05-12,ARKK,long,1.000,2023-07-14,42,0.278225,-0.088188,2023-05-11,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.278608,0.278225,3
2023-07-31,ARKK,long,1.000,2023-08-17,13,-0.171048,-0.038544,2023-07-28,RE-ENTRY (new cycle),EXIT,0,0,-0.170799,-0.171048,3
2023-08-21,ARKK,long,1.000,2023-09-25,24,-0.051062,-0.070518,2023-08-18,RE-ENTRY (new cycle),EXIT,0,0,-0.050777,-0.051062,3
2023-09-28,ARKK,long,1.000,2023-10-04,4,-0.015578,-0.036126,2023-09-27,RE-ENTRY (new cycle),EXIT,0,0,-0.015283,-0.015578,3
2023-10-05,ARKK,long,1.000,2023-10-23,12,-0.071458,0.031613,2023-10-04,RE-ENTRY (new cycle),EXIT,0,0,-0.071179,-0.071458,3
2023-10-25,ARKK,long,0.500,2023-10-26,1,-0.039017,-0.021045,2023-10-24,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.038729,-0.039017,3
2023-10-31,ARKK,long,0.500,2023-11-01,1,0.025884,0.009784,2023-10-30,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.026192,0.025884,3
2023-11-07,ARKK,long,1.000,2023-12-06,20,0.218573,0.131898,2023-11-06,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.218939,0.218573,3
2024-02-13,ARKK,long,1.000,2024-04-08,37,-0.008294,-0.008608,2024-02-12,RE-ENTRY (new cycle),EXIT,0,0,-0.007997,-0.008294,3
2024-04-23,ARKK,long,1.000,2024-06-21,41,0.004523,-0.115287,2024-04-22,RE-ENTRY (new cycle),EXIT,0,0,0.004824,0.004523,3
2024-08-09,ARKK,long,0.500,2024-08-12,1,0.000604,0.009017,2024-08-08,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.000905,0.000604,3
2024-08-22,ARKK,long,1.000,2024-09-04,8,-0.067547,-0.080026,2024-08-21,RE-ENTRY (new cycle),EXIT,0,0,-0.067268,-0.067547,3
2024-09-13,ARKK,long,1.000,2024-11-11,41,0.239730,-0.048790,2024-09-12,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.240102,0.239730,3
2024-12-27,ARKK,long,1.000,2025-03-04,43,-0.147648,0.065222,2024-12-26,RE-ENTRY (new cycle),EXIT,0,0,-0.147393,-0.147648,3
2025-03-05,ARKK,long,1.000,2025-03-11,4,-0.108552,0.001246,2025-03-04,RE-ENTRY (new cycle),EXIT,0,0,-0.108285,-0.108552,3
2025-03-13,ARKK,long,1.000,2025-04-09,19,-0.171040,-0.230337,2025-03-12,RE-ENTRY (new cycle),EXIT,0,0,-0.170791,-0.171040,3
2025-04-10,ARKK,long,1.000,2025-04-11,1,-0.022102,-0.031458,2025-04-09,RE-ENTRY (new cycle),EXIT,0,0,-0.021808,-0.022102,3
2025-08-11,ARKK,long,1.000,2025-09-23,30,0.124243,-0.042874,2025-08-08,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.124580,0.124243,3
2025-10-21,ARKK,long,1.000,2025-11-14,18,-0.166477,-0.114524,2025-10-20,RE-ENTRY (new cycle),EXIT,0,0,-0.166227,-0.166477,3
2025-11-24,ARKK,long,1.000,2026-02-03,47,0.012958,0.017846,2025-11-21,RE-ENTRY (new cycle),EXIT,0,0,0.013262,0.012958,3
2026-02-09,ARKK,long,1.000,2026-02-13,4,-0.011628,-0.010008,2026-02-06,RE-ENTRY (new cycle),EXIT,0,0,-0.011332,-0.011628,3
2026-02-17,ARKK,long,1.000,2026-03-27,28,-0.042675,0.068202,2026-02-13,RE-ENTRY (new cycle),EXIT,0,0,-0.042388,-0.042675,3
2026-04-01,ARKK,long,1.000,2026-06-18,54,0.165955,0.036569,2026-03-31,RE-ENTRY (new cycle),FORCED,1,0,0.166305,0.165955,3
2020-08-21,CRWD,long,1.000,2020-09-01,7,0.199637,0.107656,2020-08-20,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.199997,0.199637,3
2020-11-03,CRWD,long,1.000,2020-11-10,5,0.010292,-0.000165,2020-11-02,RE-ENTRY (new cycle),EXIT,0,0,0.010595,0.010292,3
2020-11-20,CRWD,long,1.000,2020-12-04,9,0.103821,-0.022417,2020-11-19,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.104152,0.103821,3
2021-02-04,CRWD,long,1.000,2021-03-09,22,-0.123808,0.001305,2021-02-03,RE-ENTRY (new cycle),EXIT,0,0,-0.123545,-0.123808,3
2021-03-10,CRWD,long,1.000,2021-03-19,7,-0.055077,-0.052038,2021-03-09,RE-ENTRY (new cycle),EXIT,0,0,-0.054793,-0.055077,3
2021-04-09,CRWD,long,1.000,2021-04-14,3,0.073571,0.036449,2021-04-08,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.073893,0.073571,3
2021-05-26,CRWD,long,1.000,2021-06-23,19,0.170659,0.123422,2021-05-25,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.171010,0.170659,3
2021-07-23,CRWD,long,1.000,2021-08-27,25,0.069100,0.011800,2021-07-22,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.069421,0.069100,3
2021-08-30,CRWD,long,1.000,2021-09-30,22,-0.156232,-0.142447,2021-08-27,RE-ENTRY (new cycle),EXIT,0,0,-0.155979,-0.156232,3
2021-10-18,CRWD,long,1.000,2021-11-24,27,-0.159332,-0.284050,2021-10-15,RE-ENTRY (new cycle),EXIT,0,0,-0.159080,-0.159332,3
2021-11-29,CRWD,long,1.000,2021-11-30,1,-0.035366,-0.029962,2021-11-26,RE-ENTRY (new cycle),EXIT,0,0,-0.035077,-0.035366,3
2021-12-03,CRWD,long,1.000,2021-12-06,1,-0.107611,-0.110260,2021-12-02,RE-ENTRY (new cycle),EXIT,0,0,-0.107344,-0.107611,3
2021-12-08,CRWD,long,1.000,2021-12-28,13,0.020763,0.015343,2021-12-07,RE-ENTRY (new cycle),EXIT,0,0,0.021070,0.020763,3
2022-01-20,CRWD,long,0.500,2022-01-21,1,-0.031315,0.008444,2022-01-19,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.031024,-0.031315,3
2022-01-25,CRWD,long,0.500,2022-01-26,1,-0.028966,-0.035207,2022-01-24,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.028675,-0.028966,3
2022-01-27,CRWD,long,0.500,2022-01-28,1,-0.022273,-0.045037,2022-01-26,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.021980,-0.022273,3
2022-01-31,CRWD,long,0.500,2022-02-01,1,0.065617,0.064299,2022-01-28,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.065937,0.065617,3
2022-04-13,CRWD,long,1.000,2022-04-14,1,0.061431,0.089670,2022-04-12,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.061749,0.061431,3
2022-05-13,CRWD,long,0.500,2022-05-16,1,0.075826,0.113267,2022-05-12,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.076148,0.075826,3
2022-05-18,CRWD,long,0.500,2022-05-19,1,-0.039278,-0.044017,2022-05-17,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.038990,-0.039278,3
2022-05-20,CRWD,long,0.500,2022-05-23,1,-0.027070,-0.039004,2022-05-19,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.026778,-0.027070,3
2022-06-03,CRWD,long,0.500,2022-06-14,7,-0.060035,0.014780,2022-06-02,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.059753,-0.060035,3
2022-07-21,CRWD,long,1.000,2022-07-27,4,-0.045520,-0.045523,2022-07-20,RE-ENTRY (new cycle),EXIT,0,0,-0.045233,-0.045520,3
2022-08-02,CRWD,long,1.000,2022-09-01,22,-0.012060,0.051553,2022-08-01,RE-ENTRY (new cycle),EXIT,0,0,-0.011763,-0.012060,3
2022-09-28,CRWD,long,0.500,2022-09-29,1,-0.004437,0.044136,2022-09-27,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.004138,-0.004437,3
2022-10-18,CRWD,long,0.500,2022-10-19,1,-0.012357,-0.005163,2022-10-17,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.012060,-0.012357,3
2022-11-11,CRWD,long,0.500,2022-11-14,1,0.034480,0.053582,2022-11-10,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.034790,0.034480,3
2022-12-09,CRWD,long,0.500,2022-12-12,1,0.008185,0.027455,2022-12-08,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.008488,0.008185,3
2022-12-13,CRWD,long,0.500,2022-12-14,1,-0.026584,-0.013660,2022-12-12,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.026292,-0.026584,3
2022-12-21,CRWD,long,0.500,2022-12-22,1,-0.038155,0.003685,2022-12-20,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.037867,-0.038155,3
2022-12-30,CRWD,long,0.500,2023-01-03,1,0.038024,0.084971,2022-12-29,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.038336,0.038024,3
2023-04-14,CRWD,long,1.000,2023-04-26,8,-0.079615,0.011998,2023-04-13,RE-ENTRY (new cycle),EXIT,0,0,-0.079339,-0.079615,3
2023-05-04,CRWD,long,0.500,2023-05-05,1,0.006491,-0.030462,2023-05-03,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.006793,0.006491,3
2023-07-14,CRWD,long,1.000,2023-08-25,30,-0.030160,0.067454,2023-07-13,RE-ENTRY (new cycle),EXIT,0,0,-0.029869,-0.030160,3
2023-09-01,CRWD,long,1.000,2023-10-12,28,0.153182,0.150751,2023-08-31,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.153528,0.153182,3
2023-11-03,CRWD,long,1.000,2023-11-15,8,0.141867,0.075778,2023-11-02,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.142209,0.141867,3
2024-01-08,CRWD,long,1.000,2024-01-11,3,0.126755,0.148865,2024-01-05,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.127093,0.126755,3
2024-02-27,CRWD,long,1.000,2024-04-15,33,-0.041917,0.058479,2024-02-26,RE-ENTRY (new cycle),EXIT,0,0,-0.041630,-0.041917,3
2024-04-23,CRWD,long,1.000,2024-06-11,34,0.275235,0.182888,2024-04-22,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.275617,0.275235,3
2024-07-29,CRWD,long,1.000,2024-09-23,39,0.146782,0.087524,2024-07-26,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.147126,0.146782,3
2024-11-04,CRWD,long,1.000,2025-01-29,57,0.344694,0.030709,2024-11-01,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.345098,0.344694,3
2025-03-12,CRWD,long,1.000,2025-04-25,31,0.206209,0.129941,2025-03-11,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.206571,0.206209,3
2025-08-12,CRWD,long,1.000,2025-08-20,6,-0.025316,0.003598,2025-08-11,RE-ENTRY (new cycle),EXIT,0,0,-0.025023,-0.025316,3
2025-08-21,CRWD,long,1.000,2025-08-22,1,-0.007274,-0.051553,2025-08-20,RE-ENTRY (new cycle),EXIT,0,0,-0.006976,-0.007274,3
2025-08-25,CRWD,long,1.000,2025-09-19,18,0.180049,0.039680,2025-08-22,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.180403,0.180049,3
2025-10-21,CRWD,long,1.000,2025-12-15,38,0.014892,-0.012999,2025-10-20,RE-ENTRY (new cycle),EXIT,0,0,0.015197,0.014892,3
2026-01-07,CRWD,long,1.000,2026-01-21,9,-0.039391,-0.039358,2026-01-06,RE-ENTRY (new cycle),EXIT,0,0,-0.039103,-0.039391,3
2026-02-10,CRWD,long,1.000,2026-02-13,3,0.038508,0.050806,2026-02-09,RE-ENTRY (new cycle),EXIT,0,0,0.038820,0.038508,3
2026-02-26,CRWD,long,0.500,2026-02-27,1,0.004331,0.018621,2026-02-25,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.004633,0.004331,3
2026-03-09,CRWD,long,1.000,2026-03-25,12,-0.063054,-0.021898,2026-03-06,RE-ENTRY (new cycle),EXIT,0,0,-0.062773,-0.063054,3
2026-06-12,CRWD,long,1.000,2026-06-18,4,-0.008993,-0.008923,2026-06-11,RE-ENTRY (new cycle),FORCED,1,0,-0.008695,-0.008993,3
2017-03-02,IWM,long,1.000,2017-03-27,17,-0.054512,-0.045485,2017-03-01,RE-ENTRY (new cycle),EXIT,0,0,-0.054228,-0.054512,3
2017-05-16,IWM,long,1.000,2017-06-01,11,-0.016782,-0.035353,2017-05-15,RE-ENTRY (new cycle),EXIT,0,0,-0.016487,-0.016782,3
2017-06-26,IWM,long,1.000,2017-08-11,33,-0.035167,-0.024522,2017-06-23,RE-ENTRY (new cycle),EXIT,0,0,-0.034877,-0.035167,3
2017-08-15,IWM,long,1.000,2017-08-18,3,-0.031777,-0.013997,2017-08-14,RE-ENTRY (new cycle),EXIT,0,0,-0.031487,-0.031777,3
2017-08-23,IWM,long,1.000,2017-10-05,30,0.108241,0.055373,2017-08-22,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.108573,0.108241,3
2017-11-01,IWM,long,1.000,2018-04-09,107,0.005111,-0.003249,2017-10-31,RE-ENTRY (new cycle),EXIT,0,0,0.005413,0.005111,3
2018-05-08,IWM,long,1.000,2018-06-18,28,0.063610,-0.003543,2018-05-07,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.063930,0.063610,3
2018-07-09,IWM,long,1.000,2018-10-03,61,-0.023248,-0.020889,2018-07-06,RE-ENTRY (new cycle),EXIT,0,0,-0.022955,-0.023248,3
2018-10-04,IWM,long,1.000,2018-10-05,1,-0.010809,0.001872,2018-10-03,RE-ENTRY (new cycle),EXIT,0,0,-0.010512,-0.010809,3
2018-10-16,IWM,long,1.000,2018-10-22,4,-0.009353,0.023390,2018-10-15,RE-ENTRY (new cycle),EXIT,0,0,-0.009056,-0.009353,3
2018-10-26,IWM,long,1.000,2018-11-02,5,0.043560,0.000245,2018-10-25,RE-ENTRY (new cycle),EXIT,0,0,0.043873,0.043560,3
2018-12-27,IWM,long,0.500,2018-12-28,1,0.016355,0.008494,2018-12-26,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.016660,0.016355,3
2018-12-31,IWM,long,0.500,2019-01-02,1,-0.012184,-0.006179,2018-12-28,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.011888,-0.012184,3
2019-03-18,IWM,long,1.000,2019-03-25,5,-0.036564,-0.014506,2019-03-15,RE-ENTRY (new cycle),EXIT,0,0,-0.036275,-0.036564,3
2019-04-04,IWM,long,1.000,2019-05-14,27,-0.021968,0.009334,2019-04-03,RE-ENTRY (new cycle),EXIT,0,0,-0.021674,-0.021968,3
2019-06-04,IWM,long,0.500,2019-06-05,1,0.018588,0.013297,2019-06-03,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.018894,0.018588,3
2019-06-14,IWM,long,1.000,2019-06-27,9,-0.011321,-0.027094,2019-06-13,RE-ENTRY (new cycle),EXIT,0,0,-0.011024,-0.011321,3
2019-07-25,IWM,long,1.000,2019-08-05,7,-0.047651,-0.003308,2019-07-24,RE-ENTRY (new cycle),EXIT,0,0,-0.047366,-0.047651,3
2020-02-04,IWM,long,1.000,2020-02-28,17,-0.118964,-0.001573,2020-02-03,RE-ENTRY (new cycle),EXIT,0,0,-0.118699,-0.118964,3
2020-03-03,IWM,long,1.000,2020-03-09,4,-0.112784,-0.014155,2020-03-02,RE-ENTRY (new cycle),EXIT,0,0,-0.112517,-0.112784,3
2020-03-16,IWM,long,0.500,2020-03-17,1,-0.034275,-0.053296,2020-03-13,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.033985,-0.034275,3
2020-03-18,IWM,long,0.500,2020-03-19,1,-0.033574,-0.080480,2020-03-17,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.033284,-0.033574,3
2020-03-20,IWM,long,0.500,2020-03-23,1,-0.040342,-0.023696,2020-03-19,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.040054,-0.040342,3
2020-03-25,IWM,long,0.500,2020-03-26,1,0.021946,-0.012389,2020-03-24,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.018418,0.021946,3
2020-05-19,IWM,long,1.000,2020-09-24,89,0.096547,-0.354596,2020-05-18,RE-ENTRY (new cycle),EXIT,0,0,0.089070,0.096547,3
2020-09-28,IWM,long,1.000,2020-11-27,43,0.237555,0.004667,2020-09-25,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.237926,0.237555,3
2021-02-02,IWM,long,1.000,2021-02-12,8,0.059322,0.062307,2021-02-01,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.059640,0.059322,3
2021-03-02,IWM,long,1.000,2021-04-21,35,-0.037655,-0.079939,2021-03-01,RE-ENTRY (new cycle),EXIT,0,0,-0.039130,-0.037655,3
2021-06-01,IWM,long,1.000,2021-07-16,32,-0.032598,-0.054699,2021-05-28,RE-ENTRY (new cycle),EXIT,0,0,-0.033834,-0.032598,3
2021-07-21,IWM,long,1.000,2021-11-05,76,0.101408,-0.276221,2021-07-20,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.098645,0.101408,3
2021-12-03,IWM,long,1.000,2021-12-14,7,-0.023485,-0.000192,2021-12-02,RE-ENTRY (new cycle),EXIT,0,0,-0.026213,-0.023485,3
2021-12-29,IWM,long,1.000,2022-01-19,14,-0.063018,0.023445,2021-12-28,RE-ENTRY (new cycle),EXIT,0,0,-0.062736,-0.063018,3
2022-01-25,IWM,long,0.500,2022-01-26,1,0.016016,0.009776,2022-01-24,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.016321,0.016016,3
2022-01-31,IWM,long,0.500,2022-02-01,1,0.036777,0.035459,2022-01-28,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.037088,0.036777,3
2022-04-29,IWM,long,0.500,2022-05-02,1,-0.025323,-0.053124,2022-04-28,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.025030,-0.025323,3
2022-05-03,IWM,long,0.500,2022-05-04,1,0.010789,-0.029454,2022-05-02,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.011092,0.010789,3
2022-05-13,IWM,long,0.500,2022-05-16,1,0.013446,0.050887,2022-05-12,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.013750,0.013446,3
2022-06-22,IWM,long,0.500,2022-06-23,1,0.012829,0.002617,2022-06-21,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.013133,0.012829,3
